secteur;site;tstamp;trafic_mbps;;; 
T70730C;T70730;lundi 1 avril 2019;10.11201187;;;
T70731A;T70731;lundi 1 avril 2019;2.061744272;;;
T70731B;T70731;lundi 1 avril 2019;8.790684025;;;
T70731C;T70731;lundi 1 avril 2019;8.111191801;;;
T70735A;T70735;lundi 1 avril 2019;9.678412458;;;
T70735B;T70735;lundi 1 avril 2019;10.2526155;;;
T70735C;T70735;lundi 1 avril 2019;10.75951191;;;
T70736A;T70736;lundi 1 avril 2019;0.236531955;;;
T70736B;T70736;lundi 1 avril 2019;1.071093177;;;
T70736C;T70736;lundi 1 avril 2019;1.441469109;;;
T70737A;T70737;lundi 1 avril 2019;10.23951792;;;
T70737B;T70737;lundi 1 avril 2019;9.399351443;;;
T70737C;T70737;lundi 1 avril 2019;6.742305594;;;
T70738A;T70738;lundi 1 avril 2019;14.34290996;;;
T70738B;T70738;lundi 1 avril 2019;5.476575314;;;
T70738C;T70738;lundi 1 avril 2019;10.75467527;;;
T70743A;T70743;lundi 1 avril 2019;0.624913588;;;
T70743B;T70743;lundi 1 avril 2019;7.04282547;;;
T70743C;T70743;lundi 1 avril 2019;3.13798453;;;
T70744A;T70744;lundi 1 avril 2019;38.15046935;;;
T70744B;T70744;lundi 1 avril 2019;24.56401408;;;
T70744C;T70744;lundi 1 avril 2019;9.206146499;;;
T70745A;T70745;lundi 1 avril 2019;8.751499979;;;
T70745B;T70745;lundi 1 avril 2019;13.61488558;;;
T70745C;T70745;lundi 1 avril 2019;6.99294478;;;
T70747A;T70747;lundi 1 avril 2019;1.532371018;;;
T70747B;T70747;lundi 1 avril 2019;1.591813134;;;
T70747C;T70747;lundi 1 avril 2019;11.90693049;;;
T76995A;T76995;lundi 1 avril 2019;10.39579692;;;
T76995B;T76995;lundi 1 avril 2019;1.718514534;;;
T76995C;T76995;lundi 1 avril 2019;6.170988521;;;
T77125A;T77125;lundi 1 avril 2019;4.067997544;;;
T77125B;T77125;lundi 1 avril 2019;3.694722137;;;
T77125C;T77125;lundi 1 avril 2019;20.75506787;;;
T78256A;T78256;lundi 1 avril 2019;16.08833488;;;
T78256B;T78256;lundi 1 avril 2019;39.41585128;;;
T78256C;T78256;lundi 1 avril 2019;19.04236789;;;
T78258A;T78258;lundi 1 avril 2019;8.38125125;;;
T78258B;T78258;lundi 1 avril 2019;27.61696406;;;
T78258C;T78258;lundi 1 avril 2019;19.19675996;;;
T78259A;T78259;lundi 1 avril 2019;12.69017824;;;
T78259B;T78259;lundi 1 avril 2019;7.949538436;;;
T78259C;T78259;lundi 1 avril 2019;5.293306011;;;
T78262A;T78262;lundi 1 avril 2019;23.72670564;;;
T78262B;T78262;lundi 1 avril 2019;24.03294755;;;
T78262C;T78262;lundi 1 avril 2019;19.09963745;;;
T78264A;T78264;lundi 1 avril 2019;0.848524972;;;
T78264B;T78264;lundi 1 avril 2019;1.187452655;;;
T78264C;T78264;lundi 1 avril 2019;1.516528302;;;
T78269A;T78269;lundi 1 avril 2019;20.987031;;;
T78269B;T78269;lundi 1 avril 2019;16.53765903;;;
T78269C;T78269;lundi 1 avril 2019;6.03399341;;;
T78270A;T78270;lundi 1 avril 2019;9.046094951;;;
T78270B;T78270;lundi 1 avril 2019;6.277558363;;;
T78270C;T78270;lundi 1 avril 2019;10.02967763;;;
T78271A;T78271;lundi 1 avril 2019;23.82681055;;;
T78271B;T78271;lundi 1 avril 2019;13.75743379;;;
T78271C;T78271;lundi 1 avril 2019;28.94935862;;;
T78273A;T78273;lundi 1 avril 2019;3.364038395;;;
T78273B;T78273;lundi 1 avril 2019;16.66697539;;;
T78273C;T78273;lundi 1 avril 2019;31.7454105;;;
T78274A;T78274;lundi 1 avril 2019;28.71632929;;;
T78274B;T78274;lundi 1 avril 2019;5.029865487;;;
T78274C;T78274;lundi 1 avril 2019;6.352528744;;;
T78279A;T78279;lundi 1 avril 2019;1.58525592;;;
T78279B;T78279;lundi 1 avril 2019;0.651690195;;;
T78279C;T78279;lundi 1 avril 2019;0.804230149;;;
T78280A;T78280;lundi 1 avril 2019;0.891992954;;;
T78280B;T78280;lundi 1 avril 2019;5.6555896;;;
T78280C;T78280;lundi 1 avril 2019;7.290069282;;;
T36870A;T36870;lundi 8 avril 2019;2.113805908;;;
T36870B;T36870;lundi 8 avril 2019;0.802204128;;;
T70721A;T70721;lundi 8 avril 2019;0.663325454;;;
T70721B;T70721;lundi 8 avril 2019;3.122203151;;;
T70721C;T70721;lundi 8 avril 2019;0.268510451;;;
T70722A;T70722;lundi 8 avril 2019;4.821574986;;;
T70722B;T70722;lundi 8 avril 2019;6.679647352;;;
T70722C;T70722;lundi 8 avril 2019;9.712344389;;;
T70724A;T70724;lundi 8 avril 2019;8.19220069;;;
T70724B;T70724;lundi 8 avril 2019;4.793368736;;;
T70724C;T70724;lundi 8 avril 2019;5.676436189;;;
T70725A;T70725;lundi 8 avril 2019;7.082555977;;;
T70725B;T70725;lundi 8 avril 2019;13.01384983;;;
T70725C;T70725;lundi 8 avril 2019;9.815490574;;;
T70730A;T70730;lundi 8 avril 2019;21.12161596;;;
T70730B;T70730;lundi 8 avril 2019;11.61047895;;;
T70730C;T70730;lundi 8 avril 2019;6.768927354;;;
T70731A;T70731;lundi 8 avril 2019;1.680350463;;;
T70731B;T70731;lundi 8 avril 2019;6.252385998;;;
T70731C;T70731;lundi 8 avril 2019;6.203601592;;;
T70735A;T70735;lundi 8 avril 2019;11.51019624;;;
T70735B;T70735;lundi 8 avril 2019;8.163055392;;;
T70735C;T70735;lundi 8 avril 2019;9.575090919;;;
T70736A;T70736;lundi 8 avril 2019;3.715194279;;;
T70736B;T70736;lundi 8 avril 2019;5.431408003;;;
T70736C;T70736;lundi 8 avril 2019;9.358330126;;;
T70737A;T70737;lundi 8 avril 2019;6.194948296;;;
T70737B;T70737;lundi 8 avril 2019;6.128088494;;;
T70737C;T70737;lundi 8 avril 2019;2.962801242;;;
T70738A;T70738;lundi 8 avril 2019;12.5985087;;;
T70738B;T70738;lundi 8 avril 2019;3.25543227;;;
T70738C;T70738;lundi 8 avril 2019;7.37659075;;;
T70743A;T70743;lundi 8 avril 2019;0.360495508;;;
T70743B;T70743;lundi 8 avril 2019;5.867241797;;;
T70743C;T70743;lundi 8 avril 2019;3.047524426;;;
T70744A;T70744;lundi 8 avril 2019;29.80315319;;;
T70744B;T70744;lundi 8 avril 2019;11.81249111;;;
T70744C;T70744;lundi 8 avril 2019;6.035797063;;;
T70745A;T70745;lundi 8 avril 2019;8.252131507;;;
T70745B;T70745;lundi 8 avril 2019;11.32058226;;;
T70745C;T70745;lundi 8 avril 2019;6.147613001;;;
T70747A;T70747;lundi 8 avril 2019;1.449642531;;;
T70747B;T70747;lundi 8 avril 2019;0.924266706;;;
T70747C;T70747;lundi 8 avril 2019;17.26088358;;;
T76995A;T76995;lundi 8 avril 2019;7.447544311;;;
T76995B;T76995;lundi 8 avril 2019;1.528188836;;;
T76995C;T76995;lundi 8 avril 2019;4.889135743;;;
T77125A;T77125;lundi 8 avril 2019;2.049484762;;;
T77125B;T77125;lundi 8 avril 2019;2.752849504;;;
T77125C;T77125;lundi 8 avril 2019;17.03057347;;;
T78256A;T78256;lundi 8 avril 2019;10.13002078;;;
T78256B;T78256;lundi 8 avril 2019;25.37117474;;;
T78256C;T78256;lundi 8 avril 2019;11.12086054;;;
T78258A;T78258;lundi 8 avril 2019;4.571525814;;;
T78258B;T78258;lundi 8 avril 2019;18.84411037;;;
T78258C;T78258;lundi 8 avril 2019;11.00519842;;;
T78259A;T78259;lundi 8 avril 2019;10.51543348;;;
T78259B;T78259;lundi 8 avril 2019;7.316931763;;;
T78259C;T78259;lundi 8 avril 2019;4.294253649;;;
T78262A;T78262;lundi 8 avril 2019;14.59364988;;;
T78262B;T78262;lundi 8 avril 2019;8.899399302;;;
T78262C;T78262;lundi 8 avril 2019;10.94999594;;;
T78264A;T78264;lundi 8 avril 2019;0.670330913;;;
T78264B;T78264;lundi 8 avril 2019;1.131305291;;;
T78264C;T78264;lundi 8 avril 2019;1.648059697;;;
T78269A;T78269;lundi 8 avril 2019;14.72996382;;;
T78269B;T78269;lundi 8 avril 2019;14.54761287;;;
T78269C;T78269;lundi 8 avril 2019;3.879569866;;;
T78270A;T78270;lundi 8 avril 2019;6.654415786;;;
T78270B;T78270;lundi 8 avril 2019;4.719333508;;;
T78270C;T78270;lundi 8 avril 2019;6.351538582;;;
T78271A;T78271;lundi 8 avril 2019;19.70411523;;;
T78271B;T78271;lundi 8 avril 2019;11.30549518;;;
T78271C;T78271;lundi 8 avril 2019;27.52622946;;;
T78273A;T78273;lundi 8 avril 2019;2.226759598;;;
T78273B;T78273;lundi 8 avril 2019;10.36304172;;;
T78273C;T78273;lundi 8 avril 2019;21.53130128;;;
T78274A;T78274;lundi 8 avril 2019;14.69042872;;;
T78274B;T78274;lundi 8 avril 2019;3.054596353;;;
T78274C;T78274;lundi 8 avril 2019;4.108311896;;;
T78279A;T78279;lundi 8 avril 2019;1.276858088;;;
T78279B;T78279;lundi 8 avril 2019;0.503445596;;;
T78279C;T78279;lundi 8 avril 2019;0.593183461;;;
T78280A;T78280;lundi 8 avril 2019;0.836674534;;;
T78280B;T78280;lundi 8 avril 2019;6.576985724;;;
T78280C;T78280;lundi 8 avril 2019;5.394093775;;;
T36870A;T36870;lundi 15 avril 2019;2.543166572;;;
T36870B;T36870;lundi 15 avril 2019;1.009407057;;;
T70721A;T70721;lundi 15 avril 2019;0.80839058;;;
T70721B;T70721;lundi 15 avril 2019;3.862473214;;;
T70721C;T70721;lundi 15 avril 2019;0.311924615;;;
T70722A;T70722;lundi 15 avril 2019;4.344316672;;;
T70722B;T70722;lundi 15 avril 2019;7.876813375;;;
T70722C;T70722;lundi 15 avril 2019;11.71310868;;;
T70724A;T70724;lundi 15 avril 2019;10.77049358;;;
T70724B;T70724;lundi 15 avril 2019;6.317822573;;;
T70724C;T70724;lundi 15 avril 2019;7.209276215;;;
T70725A;T70725;lundi 15 avril 2019;10.13038032;;;
T70725B;T70725;lundi 15 avril 2019;14.70061671;;;
T70725C;T70725;lundi 15 avril 2019;10.66928753;;;
T70730A;T70730;lundi 15 avril 2019;26.60285717;;;
T70730B;T70730;lundi 15 avril 2019;12.18249252;;;
T70730C;T70730;lundi 15 avril 2019;9.38869274;;;
T70731A;T70731;lundi 15 avril 2019;2.807902574;;;
T70731B;T70731;lundi 15 avril 2019;8.103235663;;;
T70731C;T70731;lundi 15 avril 2019;7.556484419;;;
T70735A;T70735;lundi 15 avril 2019;10.10959851;;;
T70735B;T70735;lundi 15 avril 2019;11.93595887;;;
T70735C;T70735;lundi 15 avril 2019;15.83482487;;;
T70736A;T70736;lundi 15 avril 2019;4.013631898;;;
T70736B;T70736;lundi 15 avril 2019;6.339219844;;;
T70736C;T70736;lundi 15 avril 2019;10.79432367;;;
T70737A;T70737;lundi 15 avril 2019;6.548013437;;;
T70737B;T70737;lundi 15 avril 2019;6.461425721;;;
T70737C;T70737;lundi 15 avril 2019;6.222968015;;;
T70738A;T70738;lundi 15 avril 2019;13.80416168;;;
T70738B;T70738;lundi 15 avril 2019;4.057171318;;;
T70738C;T70738;lundi 15 avril 2019;9.54298559;;;
T70743A;T70743;lundi 15 avril 2019;0.458280741;;;
T70743B;T70743;lundi 15 avril 2019;6.850543481;;;
T70743C;T70743;lundi 15 avril 2019;3.671234442;;;
T70744A;T70744;lundi 15 avril 2019;35.43368065;;;
T70744B;T70744;lundi 15 avril 2019;11.016361;;;
T70744C;T70744;lundi 15 avril 2019;8.144200882;;;
T70745A;T70745;lundi 15 avril 2019;7.148813973;;;
T70745B;T70745;lundi 15 avril 2019;9.424419159;;;
T70745C;T70745;lundi 15 avril 2019;7.803696823;;;
T70747A;T70747;lundi 15 avril 2019;2.07738645;;;
T70747B;T70747;lundi 15 avril 2019;1.270483544;;;
T70747C;T70747;lundi 15 avril 2019;11.25960065;;;
T76995A;T76995;lundi 15 avril 2019;7.667739157;;;
T76995B;T76995;lundi 15 avril 2019;1.573674393;;;
T76995C;T76995;lundi 15 avril 2019;5.767110769;;;
T77125A;T77125;lundi 15 avril 2019;2.221300688;;;
T77125B;T77125;lundi 15 avril 2019;2.678726665;;;
T77125C;T77125;lundi 15 avril 2019;19.5712877;;;
T78256A;T78256;lundi 15 avril 2019;14.86315757;;;
T78256B;T78256;lundi 15 avril 2019;33.16639782;;;
T78256C;T78256;lundi 15 avril 2019;14.6899558;;;
T78258A;T78258;lundi 15 avril 2019;11.01592248;;;
T78258B;T78258;lundi 15 avril 2019;20.60776891;;;
T78258C;T78258;lundi 15 avril 2019;11.87241023;;;
T78259A;T78259;lundi 15 avril 2019;11.57513201;;;
T78259B;T78259;lundi 15 avril 2019;9.14242771;;;
T78259C;T78259;lundi 15 avril 2019;6.09524642;;;
T78262A;T78262;lundi 15 avril 2019;16.83415331;;;
T78262B;T78262;lundi 15 avril 2019;12.92264132;;;
T78262C;T78262;lundi 15 avril 2019;11.31158346;;;
T78264A;T78264;lundi 15 avril 2019;1.162093796;;;
T78264B;T78264;lundi 15 avril 2019;2.1524931;;;
T78264C;T78264;lundi 15 avril 2019;2.128414824;;;
T78269A;T78269;lundi 15 avril 2019;16.36478906;;;
T78269B;T78269;lundi 15 avril 2019;14.24372419;;;
T78269C;T78269;lundi 15 avril 2019;4.303920694;;;
T78270A;T78270;lundi 15 avril 2019;6.628983259;;;
T78270B;T78270;lundi 15 avril 2019;5.350502092;;;
T78270C;T78270;lundi 15 avril 2019;7.427515798;;;
T78271A;T78271;lundi 15 avril 2019;22.48742963;;;
T78271B;T78271;lundi 15 avril 2019;16.02409733;;;
T78271C;T78271;lundi 15 avril 2019;29.78757731;;;
T78273A;T78273;lundi 15 avril 2019;3.006678044;;;
T78273B;T78273;lundi 15 avril 2019;11.19316977;;;
T78273C;T78273;lundi 15 avril 2019;23.14070456;;;
T78274A;T78274;lundi 15 avril 2019;24.20538281;;;
T78274B;T78274;lundi 15 avril 2019;4.896046336;;;
T78274C;T78274;lundi 15 avril 2019;6.375118757;;;
T78279A;T78279;lundi 15 avril 2019;1.645210286;;;
T78279B;T78279;lundi 15 avril 2019;0.636216924;;;
T78279C;T78279;lundi 15 avril 2019;1.014591453;;;
T78280A;T78280;lundi 15 avril 2019;0.818257634;;;
T78280B;T78280;lundi 15 avril 2019;8.178559084;;;
T78280C;T78280;lundi 15 avril 2019;10.24300288;;;
T36870A;T36870;lundi 22 avril 2019;2.43494699;;;
T36870B;T36870;lundi 22 avril 2019;1.070648151;;;
T70721A;T70721;lundi 22 avril 2019;1.172826799;;;
T70721B;T70721;lundi 22 avril 2019;4.525014937;;;
T70721C;T70721;lundi 22 avril 2019;0.398106782;;;
T70722A;T70722;lundi 22 avril 2019;5.625453288;;;
T70722B;T70722;lundi 22 avril 2019;11.61681883;;;
T70722C;T70722;lundi 22 avril 2019;15.67836785;;;
T70724A;T70724;lundi 22 avril 2019;16.79222232;;;
T70724B;T70724;lundi 22 avril 2019;10.57027729;;;
T70724C;T70724;lundi 22 avril 2019;10.79730226;;;
T70725A;T70725;lundi 22 avril 2019;10.63235795;;;
T70725B;T70725;lundi 22 avril 2019;21.06371937;;;
T70725C;T70725;lundi 22 avril 2019;14.7214775;;;
T70730A;T70730;lundi 22 avril 2019;24.26103469;;;
T70730B;T70730;lundi 22 avril 2019;14.13369484;;;
T70730C;T70730;lundi 22 avril 2019;11.10971169;;;
T70731A;T70731;lundi 22 avril 2019;2.632254142;;;
T70731B;T70731;lundi 22 avril 2019;10.61952531;;;
T70731C;T70731;lundi 22 avril 2019;9.62731237;;;
T70735A;T70735;lundi 22 avril 2019;9.648141817;;;
T70735B;T70735;lundi 22 avril 2019;10.65403057;;;
T70735C;T70735;lundi 22 avril 2019;13.06990511;;;
T70736A;T70736;lundi 22 avril 2019;8.122720399;;;
T70736B;T70736;lundi 22 avril 2019;11.77241777;;;
T70736C;T70736;lundi 22 avril 2019;17.25090806;;;
T70737A;T70737;lundi 22 avril 2019;10.41172209;;;
T70737B;T70737;lundi 22 avril 2019;8.324910204;;;
T70737C;T70737;lundi 22 avril 2019;7.846226549;;;
T70738A;T70738;lundi 22 avril 2019;19.80801309;;;
T70738B;T70738;lundi 22 avril 2019;7.745899077;;;
T70738C;T70738;lundi 22 avril 2019;14.01058827;;;
T70743A;T70743;lundi 22 avril 2019;0.487471677;;;
T70743B;T70743;lundi 22 avril 2019;8.092032856;;;
T70743C;T70743;lundi 22 avril 2019;3.732297544;;;
T70744A;T70744;lundi 22 avril 2019;45.83166573;;;
T70744B;T70744;lundi 22 avril 2019;19.46634003;;;
T70744C;T70744;lundi 22 avril 2019;10.60639675;;;
T70745A;T70745;lundi 22 avril 2019;9.708104341;;;
T70745B;T70745;lundi 22 avril 2019;14.47506461;;;
T70745C;T70745;lundi 22 avril 2019;8.457939925;;;
T70747A;T70747;lundi 22 avril 2019;2.514160875;;;
T70747B;T70747;lundi 22 avril 2019;1.629730791;;;
T70747C;T70747;lundi 22 avril 2019;21.40168887;;;
T76995A;T76995;lundi 22 avril 2019;7.549653193;;;
T76995B;T76995;lundi 22 avril 2019;1.875253731;;;
T76995C;T76995;lundi 22 avril 2019;5.493080437;;;
T77125A;T77125;lundi 22 avril 2019;3.22782262;;;
T77125B;T77125;lundi 22 avril 2019;3.612235268;;;
T77125C;T77125;lundi 22 avril 2019;34.24318698;;;
T78256A;T78256;lundi 22 avril 2019;17.27256271;;;
T78256B;T78256;lundi 22 avril 2019;34.34730665;;;
T78256C;T78256;lundi 22 avril 2019;19.50083617;;;
T78258A;T78258;lundi 22 avril 2019;8.403230717;;;
T78258B;T78258;lundi 22 avril 2019;31.98438993;;;
T78258C;T78258;lundi 22 avril 2019;17.74947114;;;
T78259A;T78259;lundi 22 avril 2019;11.71402063;;;
T78259B;T78259;lundi 22 avril 2019;9.827982597;;;
T78259C;T78259;lundi 22 avril 2019;6.494428157;;;
T78262A;T78262;lundi 22 avril 2019;19.86356834;;;
T78262B;T78262;lundi 22 avril 2019;14.72201638;;;
T78262C;T78262;lundi 22 avril 2019;17.89589876;;;
T78264A;T78264;lundi 22 avril 2019;1.000736274;;;
T78264B;T78264;lundi 22 avril 2019;1.816094493;;;
T78264C;T78264;lundi 22 avril 2019;2.676167999;;;
T78269A;T78269;lundi 22 avril 2019;22.75869553;;;
T78269B;T78269;lundi 22 avril 2019;17.75719422;;;
T78269C;T78269;lundi 22 avril 2019;6.514809939;;;
T78270A;T78270;lundi 22 avril 2019;8.90474962;;;
T78270B;T78270;lundi 22 avril 2019;6.498241603;;;
T78270C;T78270;lundi 22 avril 2019;10.81403761;;;
T78271A;T78271;lundi 22 avril 2019;28.07578073;;;
T78271B;T78271;lundi 22 avril 2019;20.13826482;;;
T78271C;T78271;lundi 22 avril 2019;40.67330544;;;
T78273A;T78273;lundi 22 avril 2019;3.991101054;;;
T78273B;T78273;lundi 22 avril 2019;17.74524978;;;
T78273C;T78273;lundi 22 avril 2019;34.32183989;;;
T78274A;T78274;lundi 22 avril 2019;36.30322865;;;
T78274B;T78274;lundi 22 avril 2019;4.701888599;;;
T78274C;T78274;lundi 22 avril 2019;8.759197533;;;
T78279A;T78279;lundi 22 avril 2019;2.056351417;;;
T78279B;T78279;lundi 22 avril 2019;0.661681656;;;
T78279C;T78279;lundi 22 avril 2019;1.674157575;;;
T78280A;T78280;lundi 22 avril 2019;0.934439102;;;
T78280B;T78280;lundi 22 avril 2019;4.341639384;;;
T78280C;T78280;lundi 22 avril 2019;9.44962318;;;
T36870A;T36870;lundi 29 avril 2019;2.715308432;;;
T36870B;T36870;lundi 29 avril 2019;1.104428796;;;
T70721A;T70721;lundi 29 avril 2019;0.776381136;;;
T70721B;T70721;lundi 29 avril 2019;4.742000662;;;
T70721C;T70721;lundi 29 avril 2019;0.428142089;;;
T70722A;T70722;lundi 29 avril 2019;7.796246736;;;
T70722B;T70722;lundi 29 avril 2019;10.99799597;;;
T70722C;T70722;lundi 29 avril 2019;15.05619007;;;
T70724A;T70724;lundi 29 avril 2019;15.50949057;;;
T70724B;T70724;lundi 29 avril 2019;12.18858683;;;
T70724C;T70724;lundi 29 avril 2019;10.01075067;;;
T70725A;T70725;lundi 29 avril 2019;9.907876127;;;
T70725B;T70725;lundi 29 avril 2019;17.65412499;;;
T70725C;T70725;lundi 29 avril 2019;12.80342763;;;
T70730A;T70730;lundi 29 avril 2019;25.84871171;;;
T70730B;T70730;lundi 29 avril 2019;13.74325561;;;
T70730C;T70730;lundi 29 avril 2019;11.11907796;;;
T70731A;T70731;lundi 29 avril 2019;2.350401111;;;
T70731B;T70731;lundi 29 avril 2019;10.01671199;;;
T70731C;T70731;lundi 29 avril 2019;9.391675004;;;
T70735A;T70735;lundi 29 avril 2019;8.877246055;;;
T70735B;T70735;lundi 29 avril 2019;11.62626836;;;
T70735C;T70735;lundi 29 avril 2019;13.79455337;;;
T70736A;T70736;lundi 29 avril 2019;10.89282048;;;
T70736B;T70736;lundi 29 avril 2019;11.36788247;;;
T70736C;T70736;lundi 29 avril 2019;17.840238;;;
T70737A;T70737;lundi 29 avril 2019;9.561974443;;;
T70737B;T70737;lundi 29 avril 2019;7.879391206;;;
T70737C;T70737;lundi 29 avril 2019;6.422701444;;;
T70738A;T70738;lundi 29 avril 2019;19.58307193;;;
T70738B;T70738;lundi 29 avril 2019;7.818495813;;;
T70738C;T70738;lundi 29 avril 2019;13.50187505;;;
T70743A;T70743;lundi 29 avril 2019;0.456635425;;;
T70743B;T70743;lundi 29 avril 2019;6.72942044;;;
T70743C;T70743;lundi 29 avril 2019;3.768561616;;;
T70744A;T70744;lundi 29 avril 2019;49.19286919;;;
T70744B;T70744;lundi 29 avril 2019;18.28707128;;;
T70744C;T70744;lundi 29 avril 2019;6.673129028;;;
T70745A;T70745;lundi 29 avril 2019;10.85165876;;;
T70745B;T70745;lundi 29 avril 2019;15.60832808;;;
T70745C;T70745;lundi 29 avril 2019;11.08633709;;;
T70747A;T70747;lundi 29 avril 2019;3.617448921;;;
T70747B;T70747;lundi 29 avril 2019;1.201221719;;;
T70747C;T70747;lundi 29 avril 2019;16.34663965;;;
T76995A;T76995;lundi 29 avril 2019;10.02393633;;;
T76995B;T76995;lundi 29 avril 2019;3.356807204;;;
T76995C;T76995;lundi 29 avril 2019;7.143707374;;;
T77125A;T77125;lundi 29 avril 2019;3.062496123;;;
T77125B;T77125;lundi 29 avril 2019;8.423300121;;;
T77125C;T77125;lundi 29 avril 2019;35.85115361;;;
T78256A;T78256;lundi 29 avril 2019;17.6353509;;;
T78256B;T78256;lundi 29 avril 2019;36.39007108;;;
T78256C;T78256;lundi 29 avril 2019;18.59724372;;;
T78258A;T78258;lundi 29 avril 2019;9.223067919;;;
T78258B;T78258;lundi 29 avril 2019;29.47497284;;;
T78258C;T78258;lundi 29 avril 2019;15.99212227;;;
T78259A;T78259;lundi 29 avril 2019;14.41122675;;;
T78259B;T78259;lundi 29 avril 2019;9.393064579;;;
T78259C;T78259;lundi 29 avril 2019;5.688176451;;;
T78262A;T78262;lundi 29 avril 2019;22.73248716;;;
T78262B;T78262;lundi 29 avril 2019;11.45400891;;;
T78262C;T78262;lundi 29 avril 2019;16.78770766;;;
T78264A;T78264;lundi 29 avril 2019;1.074308068;;;
T78264B;T78264;lundi 29 avril 2019;1.806755222;;;
T78264C;T78264;lundi 29 avril 2019;2.477958042;;;
T78269A;T78269;lundi 29 avril 2019;21.92287122;;;
T78269B;T78269;lundi 29 avril 2019;18.76607873;;;
T78269C;T78269;lundi 29 avril 2019;6.541943086;;;
T78270A;T78270;lundi 29 avril 2019;10.95832221;;;
T78270B;T78270;lundi 29 avril 2019;6.095136539;;;
T78270C;T78270;lundi 29 avril 2019;10.92100261;;;
T78271A;T78271;lundi 29 avril 2019;35.02501924;;;
T78271B;T78271;lundi 29 avril 2019;18.32736692;;;
T78271C;T78271;lundi 29 avril 2019;33.73089385;;;
T78273A;T78273;lundi 29 avril 2019;3.509306862;;;
T78273B;T78273;lundi 29 avril 2019;16.59322336;;;
