secteur;site;tstamp;trafic_mbps;;; 
T70747A;T70747;lundi 12 octobre 2020;3.855627137;;;
T70747B;T70747;lundi 12 octobre 2020;2.283876149;;;
T70747C;T70747;lundi 12 octobre 2020;30.31023741;;;
T76995A;T76995;lundi 12 octobre 2020;15.06116101;;;
T76995B;T76995;lundi 12 octobre 2020;2.766722996;;;
T76995C;T76995;lundi 12 octobre 2020;11.6720067;;;
T77125A;T77125;lundi 12 octobre 2020;13.36316297;;;
T77125B;T77125;lundi 12 octobre 2020;10.92402443;;;
T77125C;T77125;lundi 12 octobre 2020;42.40316542;;;
T78256A;T78256;lundi 12 octobre 2020;18.25085017;;;
T78256B;T78256;lundi 12 octobre 2020;35.40851318;;;
T78256C;T78256;lundi 12 octobre 2020;23.44729284;;;
T78258A;T78258;lundi 12 octobre 2020;10.79304721;;;
T78258B;T78258;lundi 12 octobre 2020;65.34765259;;;
T78258C;T78258;lundi 12 octobre 2020;33.79170197;;;
T78259A;T78259;lundi 12 octobre 2020;23.98440295;;;
T78259B;T78259;lundi 12 octobre 2020;22.90744844;;;
T78259C;T78259;lundi 12 octobre 2020;10.30042344;;;
T78262A;T78262;lundi 12 octobre 2020;38.78366491;;;
T78262B;T78262;lundi 12 octobre 2020;31.72491513;;;
T78262C;T78262;lundi 12 octobre 2020;46.70358762;;;
T78264A;T78264;lundi 12 octobre 2020;3.958933659;;;
T78264B;T78264;lundi 12 octobre 2020;1.95278906;;;
T78264C;T78264;lundi 12 octobre 2020;3.901811452;;;
T78269A;T78269;lundi 12 octobre 2020;28.56674161;;;
T78269B;T78269;lundi 12 octobre 2020;28.59934761;;;
T78269C;T78269;lundi 12 octobre 2020;13.05642657;;;
T78270A;T78270;lundi 12 octobre 2020;15.28306553;;;
T78270B;T78270;lundi 12 octobre 2020;9.572346504;;;
T78270C;T78270;lundi 12 octobre 2020;20.91721495;;;
T78271A;T78271;lundi 12 octobre 2020;50.12296313;;;
T78271B;T78271;lundi 12 octobre 2020;38.66333667;;;
T78271C;T78271;lundi 12 octobre 2020;72.97986429;;;
T78273A;T78273;lundi 12 octobre 2020;12.22813239;;;
T78273B;T78273;lundi 12 octobre 2020;45.80114266;;;
T78273C;T78273;lundi 12 octobre 2020;57.20820472;;;
T78274A;T78274;lundi 12 octobre 2020;28.38118702;;;
T78274B;T78274;lundi 12 octobre 2020;7.19020388;;;
T78274C;T78274;lundi 12 octobre 2020;13.29838135;;;
T78279A;T78279;lundi 12 octobre 2020;3.92298863;;;
T78279B;T78279;lundi 12 octobre 2020;2.116311901;;;
T78279C;T78279;lundi 12 octobre 2020;2.621940095;;;
T78280A;T78280;lundi 12 octobre 2020;3.205920174;;;
T78280B;T78280;lundi 12 octobre 2020;26.34170382;;;
T78280C;T78280;lundi 12 octobre 2020;11.82689451;;;
T36870A;T36870;lundi 19 octobre 2020;0.570959633;;;
T36870B;T36870;lundi 19 octobre 2020;0.135206161;;;
T70721A;T70721;lundi 19 octobre 2020;2.211614789;;;
T70721B;T70721;lundi 19 octobre 2020;11.1567754;;;
T70721C;T70721;lundi 19 octobre 2020;0.79091793;;;
T70722A;T70722;lundi 19 octobre 2020;4.531678096;;;
T70722B;T70722;lundi 19 octobre 2020;19.63579735;;;
T70722C;T70722;lundi 19 octobre 2020;35.28201553;;;
T70724A;T70724;lundi 19 octobre 2020;26.17120514;;;
T70724B;T70724;lundi 19 octobre 2020;17.52547864;;;
T70724C;T70724;lundi 19 octobre 2020;17.2712391;;;
T70725A;T70725;lundi 19 octobre 2020;24.03974145;;;
T70725B;T70725;lundi 19 octobre 2020;30.96107694;;;
T70725C;T70725;lundi 19 octobre 2020;28.61733267;;;
T70730A;T70730;lundi 19 octobre 2020;39.86784046;;;
T70730B;T70730;lundi 19 octobre 2020;31.50221973;;;
T70730C;T70730;lundi 19 octobre 2020;15.3421387;;;
T70731A;T70731;lundi 19 octobre 2020;7.033044814;;;
T70731B;T70731;lundi 19 octobre 2020;20.17906595;;;
T70731C;T70731;lundi 19 octobre 2020;25.4949358;;;
T70735A;T70735;lundi 19 octobre 2020;15.07272116;;;
T70735B;T70735;lundi 19 octobre 2020;12.1622318;;;
T70735C;T70735;lundi 19 octobre 2020;29.04646807;;;
T70736A;T70736;lundi 19 octobre 2020;6.730772218;;;
T70736B;T70736;lundi 19 octobre 2020;18.51927038;;;
T70736C;T70736;lundi 19 octobre 2020;32.01281647;;;
T70737A;T70737;lundi 19 octobre 2020;15.23732471;;;
T70737B;T70737;lundi 19 octobre 2020;16.54566466;;;
T70737C;T70737;lundi 19 octobre 2020;10.37479241;;;
T70738A;T70738;lundi 19 octobre 2020;25.75974336;;;
T70738B;T70738;lundi 19 octobre 2020;8.438656375;;;
T70738C;T70738;lundi 19 octobre 2020;37.3420005;;;
T70743A;T70743;lundi 19 octobre 2020;1.732406026;;;
T70743B;T70743;lundi 19 octobre 2020;11.04662737;;;
T70743C;T70743;lundi 19 octobre 2020;8.129700811;;;
T70744A;T70744;lundi 19 octobre 2020;88.75434687;;;
T70744B;T70744;lundi 19 octobre 2020;24.46098034;;;
T70744C;T70744;lundi 19 octobre 2020;14.18326148;;;
T70745A;T70745;lundi 19 octobre 2020;19.58386516;;;
T70745B;T70745;lundi 19 octobre 2020;25.2728342;;;
T70745C;T70745;lundi 19 octobre 2020;14.93706566;;;
T70747A;T70747;lundi 19 octobre 2020;3.491497769;;;
T70747B;T70747;lundi 19 octobre 2020;1.459519398;;;
T70747C;T70747;lundi 19 octobre 2020;45.90945963;;;
T76995A;T76995;lundi 19 octobre 2020;16.78141787;;;
T76995B;T76995;lundi 19 octobre 2020;3.514022016;;;
T76995C;T76995;lundi 19 octobre 2020;14.1917386;;;
T77125A;T77125;lundi 19 octobre 2020;14.19882018;;;
T77125B;T77125;lundi 19 octobre 2020;14.22257022;;;
T77125C;T77125;lundi 19 octobre 2020;46.5751882;;;
T78256A;T78256;lundi 19 octobre 2020;19.79150609;;;
T78256B;T78256;lundi 19 octobre 2020;33.82524109;;;
T78256C;T78256;lundi 19 octobre 2020;23.15206716;;;
T78258A;T78258;lundi 19 octobre 2020;8.722992153;;;
T78258B;T78258;lundi 19 octobre 2020;66.6503107;;;
T78258C;T78258;lundi 19 octobre 2020;30.62749385;;;
T78259A;T78259;lundi 19 octobre 2020;22.07669122;;;
T78259B;T78259;lundi 19 octobre 2020;25.56395189;;;
T78259C;T78259;lundi 19 octobre 2020;10.52678788;;;
T78262A;T78262;lundi 19 octobre 2020;39.73887183;;;
T78262B;T78262;lundi 19 octobre 2020;28.78598691;;;
T78262C;T78262;lundi 19 octobre 2020;32.63311083;;;
T78264A;T78264;lundi 19 octobre 2020;4.641307004;;;
T78264B;T78264;lundi 19 octobre 2020;2.395691116;;;
T78264C;T78264;lundi 19 octobre 2020;7.176189776;;;
T78269A;T78269;lundi 19 octobre 2020;24.87134254;;;
T78269B;T78269;lundi 19 octobre 2020;27.38844731;;;
T78269C;T78269;lundi 19 octobre 2020;10.35295296;;;
T78270A;T78270;lundi 19 octobre 2020;13.45354218;;;
T78270B;T78270;lundi 19 octobre 2020;10.45675437;;;
T78270C;T78270;lundi 19 octobre 2020;19.10278794;;;
T78271A;T78271;lundi 19 octobre 2020;44.64292579;;;
T78271B;T78271;lundi 19 octobre 2020;32.78560502;;;
T78271C;T78271;lundi 19 octobre 2020;69.88910953;;;
T78273A;T78273;lundi 19 octobre 2020;11.46401465;;;
T78273B;T78273;lundi 19 octobre 2020;39.61681662;;;
T78273C;T78273;lundi 19 octobre 2020;57.12273305;;;
T78274A;T78274;lundi 19 octobre 2020;28.36381113;;;
T78274B;T78274;lundi 19 octobre 2020;6.305510819;;;
T78274C;T78274;lundi 19 octobre 2020;13.52173611;;;
T78279A;T78279;lundi 19 octobre 2020;3.056911733;;;
T78279B;T78279;lundi 19 octobre 2020;1.973482198;;;
T78279C;T78279;lundi 19 octobre 2020;2.015123761;;;
T78280A;T78280;lundi 19 octobre 2020;2.725812728;;;
T78280B;T78280;lundi 19 octobre 2020;15.17236137;;;
T78280C;T78280;lundi 19 octobre 2020;11.5835072;;;
T36870A;T36870;lundi 26 octobre 2020;0.16160853;;;
T36870B;T36870;lundi 26 octobre 2020;0.04348701;;;
T70721A;T70721;lundi 26 octobre 2020;1.737022646;;;
T70721B;T70721;lundi 26 octobre 2020;10.22949746;;;
T70721C;T70721;lundi 26 octobre 2020;0.806825254;;;
T70722A;T70722;lundi 26 octobre 2020;6.658002929;;;
T70722B;T70722;lundi 26 octobre 2020;22.24629469;;;
T70722C;T70722;lundi 26 octobre 2020;31.51177883;;;
T70724A;T70724;lundi 26 octobre 2020;25.38929237;;;
T70724B;T70724;lundi 26 octobre 2020;36.99550578;;;
T70724C;T70724;lundi 26 octobre 2020;18.13339813;;;
T70725A;T70725;lundi 26 octobre 2020;26.62860739;;;
T70725B;T70725;lundi 26 octobre 2020;31.17214913;;;
T70725C;T70725;lundi 26 octobre 2020;31.92003865;;;
T70730A;T70730;lundi 26 octobre 2020;43.68978387;;;
T70730B;T70730;lundi 26 octobre 2020;36.20735575;;;
T70730C;T70730;lundi 26 octobre 2020;14.47869566;;;
T70731A;T70731;lundi 26 octobre 2020;7.103952883;;;
T70731B;T70731;lundi 26 octobre 2020;21.48470831;;;
T70731C;T70731;lundi 26 octobre 2020;23.96870477;;;
T70735A;T70735;lundi 26 octobre 2020;14.30356297;;;
T70735B;T70735;lundi 26 octobre 2020;12.95162708;;;
T70735C;T70735;lundi 26 octobre 2020;25.62891307;;;
T70736A;T70736;lundi 26 octobre 2020;8.780728987;;;
T70736B;T70736;lundi 26 octobre 2020;14.41076322;;;
T70736C;T70736;lundi 26 octobre 2020;29.95428123;;;
T70737A;T70737;lundi 26 octobre 2020;17.67700357;;;
T70737B;T70737;lundi 26 octobre 2020;16.44638345;;;
T70737C;T70737;lundi 26 octobre 2020;13.73754383;;;
T70738A;T70738;lundi 26 octobre 2020;32.04452574;;;
T70738B;T70738;lundi 26 octobre 2020;8.172345468;;;
T70738C;T70738;lundi 26 octobre 2020;31.57862365;;;
T70743A;T70743;lundi 26 octobre 2020;1.808389672;;;
T70743B;T70743;lundi 26 octobre 2020;12.72834804;;;
T70743C;T70743;lundi 26 octobre 2020;9.45494152;;;
T70744A;T70744;lundi 26 octobre 2020;89.91355861;;;
T70744B;T70744;lundi 26 octobre 2020;19.81725899;;;
T70744C;T70744;lundi 26 octobre 2020;14.37277443;;;
T70745A;T70745;lundi 26 octobre 2020;21.80243574;;;
T70745B;T70745;lundi 26 octobre 2020;28.6097435;;;
T70745C;T70745;lundi 26 octobre 2020;13.22958251;;;
T70747A;T70747;lundi 26 octobre 2020;3.960592878;;;
T70747B;T70747;lundi 26 octobre 2020;2.450189415;;;
T70747C;T70747;lundi 26 octobre 2020;44.36443475;;;
T76995A;T76995;lundi 26 octobre 2020;13.22017822;;;
T76995B;T76995;lundi 26 octobre 2020;5.032197661;;;
T76995C;T76995;lundi 26 octobre 2020;11.43399881;;;
T77125A;T77125;lundi 26 octobre 2020;15.14005538;;;
T77125B;T77125;lundi 26 octobre 2020;15.12201469;;;
T77125C;T77125;lundi 26 octobre 2020;49.73526155;;;
T78256A;T78256;lundi 26 octobre 2020;22.68389232;;;
T78256B;T78256;lundi 26 octobre 2020;36.28912801;;;
T78256C;T78256;lundi 26 octobre 2020;19.47148286;;;
T78258A;T78258;lundi 26 octobre 2020;9.685080217;;;
T78258B;T78258;lundi 26 octobre 2020;45.24547841;;;
T78258C;T78258;lundi 26 octobre 2020;23.86525104;;;
T78259A;T78259;lundi 26 octobre 2020;23.2487013;;;
T78259B;T78259;lundi 26 octobre 2020;24.87524818;;;
T78259C;T78259;lundi 26 octobre 2020;8.394426622;;;
T78262A;T78262;lundi 26 octobre 2020;40.84561373;;;
T78262B;T78262;lundi 26 octobre 2020;27.47474015;;;
T78262C;T78262;lundi 26 octobre 2020;36.09769382;;;
T78264A;T78264;lundi 26 octobre 2020;3.382561092;;;
T78264B;T78264;lundi 26 octobre 2020;5.045853115;;;
T78264C;T78264;lundi 26 octobre 2020;6.641773495;;;
T78269A;T78269;lundi 26 octobre 2020;26.8019411;;;
T78269B;T78269;lundi 26 octobre 2020;26.89519215;;;
T78269C;T78269;lundi 26 octobre 2020;12.40219264;;;
T78270A;T78270;lundi 26 octobre 2020;12.28956649;;;
T78270B;T78270;lundi 26 octobre 2020;12.25447513;;;
T78270C;T78270;lundi 26 octobre 2020;18.4114409;;;
T78271A;T78271;lundi 26 octobre 2020;49.75026943;;;
T78271B;T78271;lundi 26 octobre 2020;33.08461552;;;
T78271C;T78271;lundi 26 octobre 2020;64.57097503;;;
T78273A;T78273;lundi 26 octobre 2020;14.02980215;;;
T78273B;T78273;lundi 26 octobre 2020;35.8562388;;;
T78273C;T78273;lundi 26 octobre 2020;46.84466025;;;
T78274A;T78274;lundi 26 octobre 2020;30.83010465;;;
T78274B;T78274;lundi 26 octobre 2020;6.183087689;;;
T78274C;T78274;lundi 26 octobre 2020;11.53477217;;;
T78279A;T78279;lundi 26 octobre 2020;2.118987648;;;
T78279B;T78279;lundi 26 octobre 2020;2.464497636;;;
T78279C;T78279;lundi 26 octobre 2020;2.073437364;;;
T78280A;T78280;lundi 26 octobre 2020;1.828559329;;;
T78280B;T78280;lundi 26 octobre 2020;18.11297981;;;
T78280C;T78280;lundi 26 octobre 2020;9.187340054;;;
T36870A;T36870;lundi 2 novembre 2020;4.742685841;;;
T36870B;T36870;lundi 2 novembre 2020;1.117771282;;;
T70721A;T70721;lundi 2 novembre 2020;3.221221743;;;
T70721B;T70721;lundi 2 novembre 2020;9.933405619;;;
T70721C;T70721;lundi 2 novembre 2020;0.889775694;;;
T70722A;T70722;lundi 2 novembre 2020;6.165048972;;;
T70722B;T70722;lundi 2 novembre 2020;21.8095997;;;
T70722C;T70722;lundi 2 novembre 2020;34.10006351;;;
T70724A;T70724;lundi 2 novembre 2020;27.09745958;;;
T70724B;T70724;lundi 2 novembre 2020;18.27702764;;;
T70724C;T70724;lundi 2 novembre 2020;16.38847227;;;
T70725A;T70725;lundi 2 novembre 2020;20.97205346;;;
T70725B;T70725;lundi 2 novembre 2020;32.33676681;;;
T70725C;T70725;lundi 2 novembre 2020;29.64109981;;;
T70730A;T70730;lundi 2 novembre 2020;39.62000743;;;
T70730B;T70730;lundi 2 novembre 2020;33.87817351;;;
T70730C;T70730;lundi 2 novembre 2020;14.94931038;;;
T70731A;T70731;lundi 2 novembre 2020;5.89096412;;;
T70731B;T70731;lundi 2 novembre 2020;22.35510068;;;
T70731C;T70731;lundi 2 novembre 2020;20.32977001;;;
T70735A;T70735;lundi 2 novembre 2020;15.1371593;;;
T70735B;T70735;lundi 2 novembre 2020;12.77923041;;;
T70735C;T70735;lundi 2 novembre 2020;30.75578472;;;
T70736A;T70736;lundi 2 novembre 2020;8.395120278;;;
T70736B;T70736;lundi 2 novembre 2020;14.84974041;;;
T70736C;T70736;lundi 2 novembre 2020;35.49325493;;;
T70737A;T70737;lundi 2 novembre 2020;16.5342419;;;
T70737B;T70737;lundi 2 novembre 2020;17.45729594;;;
T70737C;T70737;lundi 2 novembre 2020;13.64380737;;;
T70738A;T70738;lundi 2 novembre 2020;26.01672017;;;
T70738B;T70738;lundi 2 novembre 2020;10.15625886;;;
T70738C;T70738;lundi 2 novembre 2020;32.32533528;;;
T70743A;T70743;lundi 2 novembre 2020;2.085851387;;;
T70743B;T70743;lundi 2 novembre 2020;11.74003156;;;
T70743C;T70743;lundi 2 novembre 2020;9.753851564;;;
T70744A;T70744;lundi 2 novembre 2020;99.8760934;;;
T70744B;T70744;lundi 2 novembre 2020;24.80243916;;;
T70744C;T70744;lundi 2 novembre 2020;14.69575788;;;
T70745A;T70745;lundi 2 novembre 2020;22.1157093;;;
T70745B;T70745;lundi 2 novembre 2020;26.42994157;;;
T70745C;T70745;lundi 2 novembre 2020;12.1573909;;;
T70747A;T70747;lundi 2 novembre 2020;4.156478165;;;
T70747B;T70747;lundi 2 novembre 2020;1.734605559;;;
T70747C;T70747;lundi 2 novembre 2020;38.55324517;;;
T76995A;T76995;lundi 2 novembre 2020;15.71759608;;;
T76995B;T76995;lundi 2 novembre 2020;3.298469123;;;
T76995C;T76995;lundi 2 novembre 2020;12.54964973;;;
T77125A;T77125;lundi 2 novembre 2020;12.82690493;;;
T77125B;T77125;lundi 2 novembre 2020;9.460226454;;;
T77125C;T77125;lundi 2 novembre 2020;43.36687506;;;
T78256A;T78256;lundi 2 novembre 2020;25.7851815;;;
T78256B;T78256;lundi 2 novembre 2020;37.53134546;;;
T78256C;T78256;lundi 2 novembre 2020;21.6818018;;;
T78258A;T78258;lundi 2 novembre 2020;9.501064055;;;
T78258B;T78258;lundi 2 novembre 2020;64.11948547;;;
T78258C;T78258;lundi 2 novembre 2020;30.33547027;;;
T78259A;T78259;lundi 2 novembre 2020;20.05728643;;;
T78259B;T78259;lundi 2 novembre 2020;21.58190132;;;
T78259C;T78259;lundi 2 novembre 2020;9.177120157;;;
T78262A;T78262;lundi 2 novembre 2020;40.06861638;;;
T78262B;T78262;lundi 2 novembre 2020;30.36398764;;;
T78262C;T78262;lundi 2 novembre 2020;40.7214181;;;
T78264A;T78264;lundi 2 novembre 2020;4.465990326;;;
T78264B;T78264;lundi 2 novembre 2020;3.954716516;;;
T78264C;T78264;lundi 2 novembre 2020;6.794433831;;;
T78269A;T78269;lundi 2 novembre 2020;29.16565541;;;
T78269B;T78269;lundi 2 novembre 2020;31.74889359;;;
T78269C;T78269;lundi 2 novembre 2020;16.00673561;;;
T78270A;T78270;lundi 2 novembre 2020;13.01919929;;;
T78270B;T78270;lundi 2 novembre 2020;13.32217521;;;
T78270C;T78270;lundi 2 novembre 2020;15.85471093;;;
T78271A;T78271;lundi 2 novembre 2020;44.8201525;;;
T78271B;T78271;lundi 2 novembre 2020;38.72066215;;;
T78271C;T78271;lundi 2 novembre 2020;74.97868367;;;
T78273A;T78273;lundi 2 novembre 2020;13.89142271;;;
T78273B;T78273;lundi 2 novembre 2020;38.82035985;;;
T78273C;T78273;lundi 2 novembre 2020;61.88103206;;;
T78274A;T78274;lundi 2 novembre 2020;31.16810472;;;
T78274B;T78274;lundi 2 novembre 2020;8.041460928;;;
T78274C;T78274;lundi 2 novembre 2020;12.72174155;;;
T78279A;T78279;lundi 2 novembre 2020;2.992139717;;;
T78279B;T78279;lundi 2 novembre 2020;2.328239471;;;
T78279C;T78279;lundi 2 novembre 2020;3.343651943;;;
T78280A;T78280;lundi 2 novembre 2020;1.662402442;;;
T78280B;T78280;lundi 2 novembre 2020;13.77054733;;;
T78280C;T78280;lundi 2 novembre 2020;13.99964345;;;
T36870A;T36870;lundi 9 novembre 2020;12.35892292;;;
T36870B;T36870;lundi 9 novembre 2020;2.973749263;;;
T70721A;T70721;lundi 9 novembre 2020;2.130804177;;;
T70721B;T70721;lundi 9 novembre 2020;10.26551186;;;
T70721C;T70721;lundi 9 novembre 2020;0.921733253;;;
T70722A;T70722;lundi 9 novembre 2020;5.515729777;;;
T70722B;T70722;lundi 9 novembre 2020;23.49717622;;;
T70722C;T70722;lundi 9 novembre 2020;32.92643533;;;
T70724A;T70724;lundi 9 novembre 2020;23.38778348;;;
T70724B;T70724;lundi 9 novembre 2020;19.90107743;;;
T70724C;T70724;lundi 9 novembre 2020;11.29389037;;;
T70725A;T70725;lundi 9 novembre 2020;21.39292747;;;
T70725B;T70725;lundi 9 novembre 2020;30.5939722;;;
T70725C;T70725;lundi 9 novembre 2020;28.78810512;;;
T70730A;T70730;lundi 9 novembre 2020;38.453666;;;
T70730B;T70730;lundi 9 novembre 2020;35.35441817;;;
T70730C;T70730;lundi 9 novembre 2020;14.47819246;;;
T70731A;T70731;lundi 9 novembre 2020;5.639054109;;;
T70731B;T70731;lundi 9 novembre 2020;18.98543676;;;
T70731C;T70731;lundi 9 novembre 2020;21.24766354;;;
T70735A;T70735;lundi 9 novembre 2020;13.72045539;;;
T70735B;T70735;lundi 9 novembre 2020;11.9874997;;;
T70735C;T70735;lundi 9 novembre 2020;29.03045172;;;
T70736A;T70736;lundi 9 novembre 2020;7.741680019;;;
T70736B;T70736;lundi 9 novembre 2020;14.93672163;;;
T70736C;T70736;lundi 9 novembre 2020;32.04547909;;;
T70737A;T70737;lundi 9 novembre 2020;15.50327481;;;
T70737B;T70737;lundi 9 novembre 2020;15.01523686;;;
T70737C;T70737;lundi 9 novembre 2020;14.00296529;;;
T70738A;T70738;lundi 9 novembre 2020;26.65150785;;;
T70738B;T70738;lundi 9 novembre 2020;9.344729975;;;
T70738C;T70738;lundi 9 novembre 2020;27.90905752;;;
T70743A;T70743;lundi 9 novembre 2020;1.89878317;;;
T70743B;T70743;lundi 9 novembre 2020;10.88791597;;;
T70743C;T70743;lundi 9 novembre 2020;6.982745002;;;
T70744A;T70744;lundi 9 novembre 2020;95.51292644;;;
T70744B;T70744;lundi 9 novembre 2020;26.67615376;;;
T70744C;T70744;lundi 9 novembre 2020;15.60765165;;;
T70745A;T70745;lundi 9 novembre 2020;22.54372222;;;
T70745B;T70745;lundi 9 novembre 2020;26.27097512;;;
T70745C;T70745;lundi 9 novembre 2020;10.89072568;;;
T70747A;T70747;lundi 9 novembre 2020;3.984578686;;;
T70747B;T70747;lundi 9 novembre 2020;1.682117945;;;
T70747C;T70747;lundi 9 novembre 2020;44.78633214;;;
T76995A;T76995;lundi 9 novembre 2020;11.49041578;;;
T76995B;T76995;lundi 9 novembre 2020;4.439066143;;;
T76995C;T76995;lundi 9 novembre 2020;12.99247374;;;
T77125A;T77125;lundi 9 novembre 2020;12.85409059;;;
T77125B;T77125;lundi 9 novembre 2020;9.228504551;;;
T77125C;T77125;lundi 9 novembre 2020;47.66894202;;;
T78256A;T78256;lundi 9 novembre 2020;29.67864919;;;
T78256B;T78256;lundi 9 novembre 2020;37.95378509;;;
T78256C;T78256;lundi 9 novembre 2020;19.86777043;;;
T78258A;T78258;lundi 9 novembre 2020;10.55865695;;;
T78258B;T78258;lundi 9 novembre 2020;64.30596187;;;
T78258C;T78258;lundi 9 novembre 2020;35.11009989;;;
T78259A;T78259;lundi 9 novembre 2020;21.20243727;;;
T78259B;T78259;lundi 9 novembre 2020;23.40039637;;;
T78259C;T78259;lundi 9 novembre 2020;8.578633253;;;
T78262A;T78262;lundi 9 novembre 2020;38.84868166;;;
T78262B;T78262;lundi 9 novembre 2020;29.99323297;;;
T78262C;T78262;lundi 9 novembre 2020;40.41830217;;;
T78264A;T78264;lundi 9 novembre 2020;2.640330715;;;
T78264B;T78264;lundi 9 novembre 2020;2.6587007;;;
T78264C;T78264;lundi 9 novembre 2020;5.085172676;;;
T78269A;T78269;lundi 9 novembre 2020;28.78968637;;;
T78269B;T78269;lundi 9 novembre 2020;29.83519675;;;
T78269C;T78269;lundi 9 novembre 2020;13.01395897;;;
T78270A;T78270;lundi 9 novembre 2020;11.94924264;;;
T78270B;T78270;lundi 9 novembre 2020;12.11588573;;;
T78270C;T78270;lundi 9 novembre 2020;16.14011257;;;
T78271A;T78271;lundi 9 novembre 2020;49.34551028;;;
T78271B;T78271;lundi 9 novembre 2020;37.58563286;;;
T78271C;T78271;lundi 9 novembre 2020;72.47698934;;;
T78273A;T78273;lundi 9 novembre 2020;13.50855175;;;
T78273B;T78273;lundi 9 novembre 2020;42.11938736;;;
T78273C;T78273;lundi 9 novembre 2020;58.10852852;;;
T78274A;T78274;lundi 9 novembre 2020;29.24696988;;;
T78274B;T78274;lundi 9 novembre 2020;8.427789251;;;
T78274C;T78274;lundi 9 novembre 2020;14.59909958;;;
T78279A;T78279;lundi 9 novembre 2020;3.165607277;;;
T78279B;T78279;lundi 9 novembre 2020;1.930735218;;;
T78279C;T78279;lundi 9 novembre 2020;2.175813944;;;
T78280A;T78280;lundi 9 novembre 2020;1.815877405;;;
T78280B;T78280;lundi 9 novembre 2020;23.25129188;;;
T78280C;T78280;lundi 9 novembre 2020;11.20898322;;;
T36870A;T36870;lundi 16 novembre 2020;12.97771156;;;
T36870B;T36870;lundi 16 novembre 2020;1.736959907;;;
T70721A;T70721;lundi 16 novembre 2020;2.232172971;;;
T70721B;T70721;lundi 16 novembre 2020;10.09729155;;;
T70721C;T70721;lundi 16 novembre 2020;0.777337514;;;
T70722A;T70722;lundi 16 novembre 2020;4.923411104;;;
T70722B;T70722;lundi 16 novembre 2020;20.11142243;;;
T70722C;T70722;lundi 16 novembre 2020;29.66664379;;;
T70724A;T70724;lundi 16 novembre 2020;27.90778236;;;
T70724B;T70724;lundi 16 novembre 2020;26.47838417;;;
T70724C;T70724;lundi 16 novembre 2020;10.76882255;;;
T70725A;T70725;lundi 16 novembre 2020;21.88883843;;;
T70725B;T70725;lundi 16 novembre 2020;31.02901426;;;
T70725C;T70725;lundi 16 novembre 2020;29.58914973;;;
T70730A;T70730;lundi 16 novembre 2020;37.73196422;;;
T70730B;T70730;lundi 16 novembre 2020;36.315506;;;
T70730C;T70730;lundi 16 novembre 2020;13.26470228;;;
T70731A;T70731;lundi 16 novembre 2020;7.949874588;;;
T70731B;T70731;lundi 16 novembre 2020;19.83206273;;;
T70731C;T70731;lundi 16 novembre 2020;19.98521675;;;
T70735A;T70735;lundi 16 novembre 2020;12.42214875;;;
T70735B;T70735;lundi 16 novembre 2020;12.47244934;;;
T70735C;T70735;lundi 16 novembre 2020;23.60940977;;;
T70736A;T70736;lundi 16 novembre 2020;7.625525212;;;
T70736B;T70736;lundi 16 novembre 2020;14.44116745;;;
T70736C;T70736;lundi 16 novembre 2020;30.97743063;;;
T70737A;T70737;lundi 16 novembre 2020;17.85294122;;;
T70737B;T70737;lundi 16 novembre 2020;13.68968012;;;
T70737C;T70737;lundi 16 novembre 2020;12.65118838;;;
T70738A;T70738;lundi 16 novembre 2020;24.8142263;;;
T70738B;T70738;lundi 16 novembre 2020;11.02444339;;;
T70738C;T70738;lundi 16 novembre 2020;27.2171958;;;
T70743A;T70743;lundi 16 novembre 2020;1.793751489;;;
T70743B;T70743;lundi 16 novembre 2020;11.20368613;;;
T70743C;T70743;lundi 16 novembre 2020;8.175343761;;;
T70744A;T70744;lundi 16 novembre 2020;88.35116788;;;
T70744B;T70744;lundi 16 novembre 2020;26.42773037;;;
T70744C;T70744;lundi 16 novembre 2020;15.71155471;;;
T70745A;T70745;lundi 16 novembre 2020;21.7150073;;;
T70745B;T70745;lundi 16 novembre 2020;24.06435331;;;
T70745C;T70745;lundi 16 novembre 2020;12.29752581;;;
T70747A;T70747;lundi 16 novembre 2020;3.622944057;;;
T70747B;T70747;lundi 16 novembre 2020;1.799809322;;;
T70747C;T70747;lundi 16 novembre 2020;49.43141496;;;
T76995A;T76995;lundi 16 novembre 2020;11.80539863;;;
T76995B;T76995;lundi 16 novembre 2020;4.471892983;;;
T76995C;T76995;lundi 16 novembre 2020;11.08435001;;;
T77125A;T77125;lundi 16 novembre 2020;11.94053027;;;
T77125B;T77125;lundi 16 novembre 2020;12.99094366;;;
T77125C;T77125;lundi 16 novembre 2020;42.17465498;;;
T78256A;T78256;lundi 16 novembre 2020;32.52437995;;;
T78256B;T78256;lundi 16 novembre 2020;35.13091418;;;
T78256C;T78256;lundi 16 novembre 2020;20.43072908;;;
T78258A;T78258;lundi 16 novembre 2020;12.3367944;;;
T78258B;T78258;lundi 16 novembre 2020;62.62295342;;;
T78258C;T78258;lundi 16 novembre 2020;41.15608041;;;
T78259A;T78259;lundi 16 novembre 2020;18.71323781;;;
T78259B;T78259;lundi 16 novembre 2020;27.45617513;;;
T78259C;T78259;lundi 16 novembre 2020;10.56435115;;;
T78262A;T78262;lundi 16 novembre 2020;39.5903379;;;
T78262B;T78262;lundi 16 novembre 2020;28.64310345;;;
